state_acronym,scf_name,_TYPE_,_FREQ_,meanpop,scf_id,state_name,pop,scf_lat,scf_long,scf_elev,scf_persons_per_house,scf_income_per_house,N_zip3,FIPS,state_pop2000,state_lat,state_long,NCHS_id,city_id
MD,Cumberland,3,2,154300.09068,94,Maryland,154940,39.5124177,-78.9736741,1590.823913,2.629652174,30550.0713,2,24,5296486,39.145653,-76.797396,21,75
OH,Dayton,3,1,1067395.23,96,Ohio,1076762,39.86989926,-84.18758166,935.7458333,2.663513889,41841.60367,3,39,11353140,40.480854,-82.749366,36,76
FL,Daytona Beach,3,1,521074.5706,97,Florida,453344,29.30667717,-81.43203796,45.92753623,2.485942029,32324.90476,1,12,15982378,27.79585,-81.634622,10,77
TX,Denton,3,1,341496.4919,99,Texas,272773,33.40233424,-97.27354957,783.3478261,2.651956522,45202.88889,1,48,20851820,30.943149,-97.388631,44,78
CO,Denver,3,1,3289721.647,100,Colorado,3027090,39.86502458,-104.9786775,5663.797885,2.561378923,49505.40562,8,8,4301261,39.500656,-105.203628,6,79
IA,Des Moines,3,1,934291.3427,101,Iowa,918423,41.55866865,-93.47949185,949.8377764,2.56573118,39973.53347,5,19,2926324,41.960392,-93.049161,16,80
MI,Detroit,3,1,2660895.145,102,Michigan,2685757,42.28483544,-83.31707052,661.313543,2.730723149,44488.04167,2,26,9938444,42.866412,-84.170753,23,81
AL,Dothan,3,1,222596.2379,107,Alabama,216612,31.2964438,-85.55239897,299.4871795,2.668717949,30955.27273,1,1,4447100,33.001471,-86.766233,1,82
PA,Du Bois,3,1,93298.97379,108,Pennsylvania,95122,41.25720287,-78.70112406,1510.16129,2.616129032,33489.72414,1,42,12281054,40.463528,-77.075925,39,83
VA,Dulles,3,1,711361.3427,109,Virginia,573342,38.93167193,-77.59244454,403.875,2.879375,74860.18367,1,51,7078515,37.750345,-77.835857,47,84
MN,Duluth,3,1,269304.1915,110,Minnesota,296802,47.05383139,-92.42797418,1214.897581,2.494733468,37013.41358,3,27,4919479,45.210782,-93.583003,24,85
OK,Durant,3,1,84381.5625,112,Oklahoma,84393,34.02220633,-95.58710331,585.0555556,2.633333333,24157.79412,1,40,3450654,35.59794,-96.834653,37,86
MD,Easton,3,1,328846.0948,113,Maryland,309952,38.56548304,-75.81745838,26.95048762,2.634069767,40391.3231,2,24,5296486,39.145653,-76.797396,21,87
IL,Effingham,3,1,149464.0625,115,Illinois,151316,39.05228192,-88.21381918,557.3278689,2.607540984,35062.77966,1,17,12419293,41.278216,-88.380238,14,88
TX,El Paso,3,1,729183.0202,116,Texas,702772,31.68814282,-106.262376,3861.223425,3.181969697,29108.79048,3,48,20851820,30.943149,-97.388631,44,89
KY,Elizabethtown,3,1,170861.3669,117,Kentucky,163068,37.33673582,-85.75199633,735.6666667,2.683333333,28768.84849,1,21,4041769,37.808159,-85.241819,18,90
NY,Elmira,3,1,299839.0706,119,New York,332528,42.28110359,-77.06384275,1127.805556,2.732407407,34953.76268,2,36,18976457,41.507548,-74.645228,33,91
OK,Enid,3,1,104068.9556,121,Oklahoma,105517,36.383299,-98.11305329,1254.431373,2.548823529,32125.46809,1,40,3450654,35.59794,-96.834653,37,92
PA,Erie,3,1,312336.5141,122,Pennsylvania,317966,42.02581803,-80.05040381,966.1934066,2.697142857,35146.38636,2,42,12281054,40.463528,-77.075925,39,93
MA,Essex County,3,1,1176522.31,123,Massachusetts,1158163,42.61396467,-71.07381452,110.3943636,2.674255319,63302.18481,3,25,6349097,42.271831,-71.363628,22,94
OR,Eugene,3,1,535894.2077,124,Oregon,516944,43.55675951,-123.451579,654.1647059,2.541294118,34875.84,1,41,3421399,44.732273,-122.579524,38,95
CA,Eureka,3,1,160945.3569,125,California,156632,40.73824343,-123.9344066,871.0784314,2.601764706,30822.6087,1,6,33871648,35.458606,-119.355165,5,96
IN,Evansville,3,1,292506.1391,126,Indiana,430977,37.87846931,-87.5584022,423.0078914,2.614539651,37431.85015,3,18,6080485,40.163935,-86.261515,15,97
WA,Everett,3,1,818823.4657,127,Washington,749097,48.36021648,-122.3037375,335.2727273,2.617532468,45332.23333,1,53,5894121,47.341728,-121.624501,48,98
AK,Fairbanks,3,1,122111.9375,128,Alaska,117590,65.73293771,-153.1603327,915.4683544,3.068292683,37729.17808,1,2,626932,61.288254,-148.716968,2,99
VA,Farmville,3,1,103171.8387,131,Virginia,102341,37.01977137,-78.40867929,474.8947368,2.79131579,30057.48571,1,51,7078515,37.750345,-77.835857,47,100
NC,Fayetteville,3,1,1197127.288,133,North Carolina,1128288,34.75004556,-78.73087276,133.2846962,2.711430983,34048.98995,2,37,8049313,35.553334,-79.667654,34,101
MI,Flint,3,1,672091.6431,134,Michigan,663114,43.16913261,-83.42412828,776.6083333,2.708416667,39769.99561,2,26,9938444,42.866412,-84.170753,23,102
SC,Florence,3,1,583776.7097,135,South Carolina,547273,34.06564955,-79.40891443,87.8358209,2.796119403,30076.60714,1,45,4012012,34.034551,-81.032387,41,103
IA,Fort Dodge,3,1,127736.0887,136,Iowa,132591,42.74519461,-94.43880957,1198.4,2.516266667,34288.17568,1,19,2926324,41.960392,-93.049161,16,104
FL,Fort Myers,3,1,999360.4415,137,Florida,837567,26.51351993,-81.82158866,10.26060606,2.387893939,47038.86364,2,12,15982378,27.79585,-81.634622,10,105
KS,Fort Scott,3,1,119107.5141,138,Kansas,121594,37.596206,-95.09431408,941.4339623,2.498301887,31016.03922,1,20,2688418,38.454303,-96.536052,17,106
IN,Fort Wayne,3,1,621420.0141,140,Indiana,602862,41.12760838,-85.17460637,823.960888,2.731439394,46192.34821,2,18,6080485,40.163935,-86.261515,15,107
TX,Fort Worth,3,1,2039724.891,141,Texas,1839959,32.69587751,-97.41516945,871.3213598,2.661496147,41775.59673,3,48,20851820,30.943149,-97.388631,44,108
IL,Fox Valley,3,1,937654.0806,142,Illinois,836528,41.73222319,-88.29428419,684.265625,2.8459375,65001.38,1,17,12419293,41.278216,-88.380238,14,109
MD,Frederick,3,1,448011.2802,143,Maryland,406292,39.49397027,-77.48625703,550.7462687,2.793134328,58714.90196,1,24,5296486,39.145653,-76.797396,21,110
CA,Fresno,3,1,1076743.798,144,California,977719,36.80250834,-119.752805,634.0466201,3.016004662,32607.09318,3,6,33871648,35.458606,-119.355165,5,111
FL,Gainesville,3,1,724197.125,145,Florida,653183,29.2863738,-82.37736273,84.48408385,2.509052795,31277.25724,2,12,15982378,27.79585,-81.634622,10,112
GA,Gainesville,3,1,557213.2621,146,Georgia,468011,34.51662611,-83.73318519,1356.771429,2.670428571,37466.25,1,13,8186453,33.332208,-83.868887,11,113
IL,Galesburg,3,1,149375.5302,147,Illinois,154025,40.83777436,-90.40976977,713.9178082,2.614931507,36883.16901,1,17,12419293,41.278216,-88.380238,14,114
IN,Gary,3,1,783576.8468,149,Indiana,766852,41.47870651,-87.19527161,653.161235,2.80009434,40111.85606,2,18,6080485,40.163935,-86.261515,15,115
MI,Gaylord,3,1,234258.8327,151,Michigan,229501,45.56874818,-84.54691412,791.3684211,2.695921053,34911.60606,1,26,9938444,42.866412,-84.170753,23,116
CO,Glenwood Spri,3,1,140354.8024,154,Colorado,124791,39.69648705,-107.3727437,6885.552632,2.570789474,47720.90625,1,8,4301261,39.500656,-105.203628,6,117
NE,Grand Island,3,1,233597.5484,156,Nebraska,233078,40.87722719,-98.87706973,2064.98126,2.543257576,33137.33564,2,31,1711263,41.183753,-97.403875,28,118
MI,Grand Rapids,3,1,1270409.829,158,Michigan,1219208,43.12645942,-85.82765922,743.5450655,2.796780045,43914.52015,3,26,9938444,42.866412,-84.170753,23,119
WI,Green Bay,3,1,547091.6069,160,Wisconsin,530215,44.66942579,-88.00604281,743.2626984,2.685698413,43824.35758,3,55,5363675,43.728544,-89.001006,50,120
NC,Greensboro,3,1,1677138.825,161,North Carolina,1599417,36.01760534,-79.89059406,789.6026614,2.541489153,40340.49572,5,37,8049313,35.553334,-79.667654,34,121
PA,Greensburg,3,1,307799.8165,162,Pennsylvania,310465,40.3125294,-79.53590319,1159.025974,2.584285714,34153.67647,1,42,12281054,40.463528,-77.075925,39,122
SC,Greenville,3,1,1270538.026,164,South Carolina,1207940,34.73610414,-82.36551217,806.75,2.66663122,35695.98067,2,45,4012012,34.034551,-81.032387,41,123
TX,Greenville,3,1,315285.6593,165,Texas,296738,33.36088411,-95.80889142,552.3095238,2.616547619,35408.94667,1,48,20851820,30.943149,-97.388631,44,124
MS,Gulfport,3,1,373845.1129,167,Mississippi,375898,30.43853205,-88.994594,35.09756098,2.790243902,36167.79167,1,28,2844658,32.56642,-89.593164,25,125
NJ,Hackensack,3,1,1153327.02,168,New Jersey,1126863,40.97219294,-74.15720902,217.8057685,2.798373984,64032.34203,3,34,8414350,40.438458,-74.428055,31,126
LA,Hammond,3,1,392141.3589,169,Louisiana,355597,30.5639683,-90.20425134,74.93617021,2.868510638,33736.27027,1,22,4468976,30.69927,-91.457133,19,127
PA,Harrisburg,3,1,1114293.887,170,Pennsylvania,1133134,40.4167122,-77.08045745,645.9918708,2.652504371,37051.22973,4,42,12281054,40.463528,-77.075925,39,128
MO,Harrisonville,3,1,115846.127,172,Missouri,113652,38.09025523,-94.21719889,864.7659575,2.562765957,31962.13333,1,29,5595211,38.437715,-92.15377,26,129
CT,Hartford,3,1,1096005.079,173,Connecticut,1078561,41.82804291,-72.66781507,326.4407884,2.686488019,54173.68651,3,9,3405565,41.494852,-72.874365,7,130
MS,Hattiesburg,3,1,357299.0504,174,Mississippi,334622,31.33483107,-89.30829887,237.6444444,2.820666667,27936.83333,1,28,2844658,32.56642,-89.593164,25,131
NC,Hickory,3,1,612382.6855,179,North Carolina,585579,36.07416858,-81.36972148,1965.111111,2.598888889,35339.41667,1,37,8049313,35.553334,-79.667654,34,132
HI,Honolulu,3,1,1135388.427,180,Hawaii,1211489,20.97096827,-157.3093599,528.8052738,2.058084291,46749.87394,3,15,1211537,21.146768,-157.524452,12,133
WV,Huntington,3,1,240694.2097,182,West Virginia,268311,38.21739293,-82.22914739,821.1567953,2.65991176,25179.28198,3,54,1808344,38.767195,-80.820221,49,134
AL,Huntsville,3,1,613725.8609,183,Alabama,701143,34.70727401,-86.89529129,709.0253968,2.636703463,38887.16191,3,1,4447100,33.001471,-86.766233,1,135
IN,Indianapolis,3,1,1831878.802,186,Indiana,1723529,39.83972185,-86.12807078,821.8687941,2.681688604,48399.92311,3,18,6080485,40.163935,-86.261515,15,136
MI,Iron Mountain,3,1,256030.3649,187,Michigan,268984,46.27663397,-87.70928036,1043.103723,2.557554756,30760.33257,2,26,9938444,42.866412,-84.170753,23,137
MI,Jackson,3,1,356152.1048,188,Michigan,348168,42.0477835,-84.34919277,946.5967742,2.806774194,45895.05263,1,26,9938444,42.866412,-84.170753,23,138
MS,Jackson,3,1,813116.9617,189,Mississippi,1000067,32.36371884,-89.86473887,291.4543604,2.836768488,27487.49776,5,28,2844658,32.56642,-89.593164,25,139
TN,Jackson,3,1,281547.6815,190,Tennessee,275628,35.60870942,-88.56491561,449.9305556,2.584583333,32104.30509,1,47,5689283,35.795862,-86.397772,43,140
FL,Jacksonville,3,1,1397671.929,191,Florida,1254535,30.24399424,-81.81083535,52.31832695,2.747100894,39732.52683,2,12,15982378,27.79585,-81.634622,10,141
TN,Johnson City,3,1,398581.8528,194,Tennessee,386248,36.38404819,-82.34766033,1749.404762,2.547619048,35132.39394,1,47,5689283,35.795862,-86.397772,43,142
PA,Johnstown,3,1,303188.2278,195,Pennsylvania,360984,40.37819332,-78.91624475,1642.518252,2.682410779,30405.2495,3,42,12281054,40.463528,-77.075925,39,143
MI,Kalamazoo,3,1,858155.8528,198,Michigan,847198,42.17842126,-85.69293324,758.6274962,2.670414747,42707.20093,2,26,9938444,42.866412,-84.170753,23,144
IL,Kankakee,3,1,164737.1512,200,Illinois,162229,40.81921735,-87.93001567,661.245614,2.668421053,40446.33962,1,17,12419293,41.278216,-88.380238,14,145
KS,Kansas City,3,1,941183.6734,201,Kansas,886302,38.9639451,-94.88540333,930.2783224,2.654027778,50536.9072,3,20,2688418,38.454303,-96.536052,17,146
MO,Kansas City,3,1,1106345.996,202,Missouri,1061077,39.09712326,-94.3916222,906.3458606,2.555680828,44483.43382,3,29,5595211,38.437715,-92.15377,26,147
AK,Ketchikan,3,1,21347.83669,203,Alaska,22216,55.61238508,-132.1457283,783.5833333,0.855384615,39304.58333,1,2,626932,61.288254,-148.716968,2,148
NC,Kinston,3,1,445463.9496,204,North Carolina,433616,35.0050053,-77.11203639,31.95774648,2.787042254,34508.25862,1,37,8049313,35.553334,-79.667654,34,149
TN,Knoxville,3,1,1185705.063,206,Tennessee,1122545,36.07097285,-83.85866599,1155.191274,2.601719703,31775.67286,3,47,5689283,35.795862,-86.397772,43,150
IN,Kokomo,3,1,316441.5726,207,Indiana,320261,40.72731665,-86.10346399,786.7183099,2.665915493,40523.05556,1,18,6080485,40.163935,-86.261515,15,151
IL,La Salle,3,1,151498.1935,209,Illinois,151255,41.34516607,-89.21242066,679.9354839,2.62516129,41562.01639,1,17,12419293,41.278216,-88.380238,14,152
IN,Lafayette,3,1,287984.4093,210,Indiana,281527,40.39091999,-87.05294392,701.5194805,2.703246753,39382.1875,1,18,6080485,40.163935,-86.261515,15,153
LA,Lafayette,3,1,605442.9859,211,Louisiana,588240,30.22482103,-92.12119127,30.74025974,2.867402597,28139.35593,1,22,4468976,30.69927,-91.457133,19,154
LA,Lake Charles,3,1,252054.1149,212,Louisiana,251930,30.37362307,-93.16298514,52.13636364,2.891818182,31412.83784,1,22,4468976,30.69927,-91.457133,19,155
FL,Lakeland,3,1,651841.2278,213,Florida,593580,27.89535188,-81.70613238,125.3188406,2.586811594,33760.10526,1,12,15982378,27.79585,-81.634622,10,156
PA,Lancaster,3,1,916207.6048,214,Pennsylvania,894627,39.98959625,-76.54096256,471.0334596,2.726637931,44384.13045,4,42,12281054,40.463528,-77.075925,39,157
MI,Lansing,3,1,773180.7056,215,Michigan,748681,42.96265756,-84.65434825,839.2361111,2.817208333,39289.34344,2,26,9938444,42.866412,-84.170753,23,158
NM,Las Cruces,3,1,250925.7339,216,New Mexico,235400,32.41969502,-107.5248371,4785.283019,2.878490566,29348.275,1,35,1819046,34.623012,-106.342108,32,159
NV,Las Vegas,3,1,1737291.308,217,Nevada,1409803,36.25093269,-115.2160044,2564.365117,2.568015148,46877.41767,2,32,1998257,37.165965,-116.304648,29,160
OK,Lawton,3,1,202674.2823,219,Oklahoma,207469,34.52450744,-98.71788476,1234.345455,2.703090909,29525,1,40,3450654,35.59794,-96.834653,37,161
PA,Lehigh Valley,3,1,771684.7077,220,Pennsylvania,774927,40.7131487,-75.41871068,622.7549361,2.67410453,45543.48679,3,42,12281054,40.463528,-77.075925,39,162
WV,Lewisburg,3,1,52779.71976,221,West Virginia,51679,37.85257992,-80.42712308,2242.694444,2.538888889,28046.20588,1,54,1808344,38.767195,-80.820221,49,163
KY,Lexington,3,1,775436.5786,223,Kentucky,772124,37.94852004,-84.38638151,901.3069876,2.62806164,36012.06033,4,21,4041769,37.808159,-85.241819,18,164
OH,Lima,3,1,369444.1129,225,Ohio,369230,40.82305837,-84.18686864,832.7058824,2.820470588,42098.31579,1,39,11353140,40.480854,-82.749366,36,165
NE,Lincoln,3,1,400560.748,226,Nebraska,388012,40.69194761,-96.70255963,1289.689286,2.5645,41555.91325,3,31,1711263,41.183753,-97.403875,28,166
MD,Linthicum,3,1,1211526.117,227,Maryland,1132596,39.34954638,-76.5885377,240.094236,2.795851927,68227.58821,3,24,5296486,39.145653,-76.797396,21,167
AR,Little Rock,3,1,925064.381,228,Arkansas,1156432,34.62351252,-92.25169354,382.683642,2.651440955,32376.57742,5,5,2673400,35.080251,-92.576816,4,168
KY,London,3,1,196414.9194,229,Kentucky,213466,36.95352111,-83.80271223,1364.412663,2.786539039,19828.26587,3,21,4041769,37.808159,-85.241819,18,169
CA,Long Beach,3,1,2037598.252,230,California,1962884,33.84861354,-118.1355753,91.93915611,2.954077621,48427.95722,4,6,33871648,35.458606,-119.355165,5,170
TX,Longview,3,1,321959.5242,231,Texas,309522,32.45481439,-94.63126532,358.1403509,2.669649123,33218.02703,1,48,20851820,30.943149,-97.388631,44,171
CA,Los Angeles,3,1,4002084.817,232,California,3827721,34.00839739,-118.3229481,183.5320128,2.96,47184.35919,5,6,33871648,35.458606,-119.355165,5,172
KY,Louisville,3,2,1337660.4936,233,Kentucky,1290508,38.19709809,-85.74666824,629.1222493,2.691559855,39438.01711,4,21,4041769,37.808159,-85.241819,18,173
TX,Lubbock,3,1,315864.6996,234,Texas,359943,33.54215119,-102.0017967,3295.81713,2.8196875,30034.24255,2,48,20851820,30.943149,-97.388631,44,174
TX,Lufkin,3,1,250139.4093,235,Texas,245958,31.29839022,-94.39693494,278.54,2.6684,29407.42857,1,48,20851820,30.943149,-97.388631,44,175
VA,Lynchburg,3,1,365327.9476,236,Virginia,360240,37.14971633,-79.13526945,692.296875,2.686875,34101.56364,1,51,7078515,37.750345,-77.835857,47,176
WI,Madison,3,1,734289.5625,238,Wisconsin,794137,42.97546428,-89.61802739,926.9567448,2.697819575,41675.42795,4,55,5363675,43.728544,-89.001006,50,177
FL,Manasota,3,1,713416.627,239,Florida,639581,27.31194722,-82.42853507,19.19117647,2.304558824,46465.41463,1,12,15982378,27.79585,-81.634622,10,178
NH,Manchester,3,1,817275.7944,240,New Hampshire,810234,43.0646381,-71.59080757,557.7935398,2.699696298,52290.96398,5,33,1235786,43.153046,-71.463342,30,179
OH,Mansfield,3,1,428149.6673,242,Ohio,441086,40.96571125,-82.71701585,1110.531746,2.682698413,38841.64912,2,39,11353140,40.480854,-82.749366,36,180
WV,Martinsburg,3,1,157742.8972,243,West Virginia,135418,39.39820345,-78.04318183,609.5862069,2.708965517,40784.42857,1,54,1808344,38.767195,-80.820221,49,181
CA,Marysville,3,1,495351.6492,244,California,463089,39.50369846,-121.5141639,1455.090909,2.656103896,34788.4697,1,6,33871648,35.458606,-119.355165,5,182
OK,McAlester,3,1,89981.51411,246,Oklahoma,85240,34.67450809,-95.70116774,752.1395349,2.604651163,24916.025,1,40,3450654,35.59794,-96.834653,37,183
TX,McAllen,3,1,1127130.351,247,Texas,978258,26.27238547,-98.03368393,106.0588235,3.659558824,24282.23404,1,48,20851820,30.943149,-97.388631,44,184
OR,Medford,3,1,273234.5181,251,Oregon,255377,42.37840965,-123.1018235,1546.884615,2.528846154,32138.41667,1,41,3421399,44.732273,-122.579524,38,185
TN,Memphis,3,2,1498748.8325,252,Tennessee,1637678,35.08743286,-89.8916357,293.0062338,2.821045072,34631.53577,4,47,5689283,35.795862,-86.397772,43,186
FL,Mid Florida,3,1,889560.4556,254,Florida,805762,28.76397875,-81.32083068,65.4,2.545466667,41348.46512,1,12,15982378,27.79585,-81.634622,10,187
NY,Mid Hudson,3,1,733472.9234,255,New York,753940,41.81601534,-74.04749847,728.2289759,2.821228514,44388.03644,4,36,18976457,41.507548,-74.645228,33,188
NY,Mid Island,3,1,1866500.776,256,New York,1819456,40.81470991,-73.17036467,94.1014881,3.073214286,70959.18233,4,36,18976457,41.507548,-74.645228,33,189
TX,Midland,3,1,465044.0302,257,Texas,469803,31.64811104,-101.9763992,2440.783333,2.840064815,33355.25,2,48,20851820,30.943149,-97.388631,44,190
WI,Milwaukee,3,1,2171579.7,259,Wisconsin,2163642,43.04802687,-88.09430687,754.4120514,2.717869987,47244.23276,5,55,5363675,43.728544,-89.001006,50,191
MN,Minneapolis,3,1,1893819.256,260,Minnesota,1797642,44.98102108,-93.553552,948.6524448,2.67985564,54238.72,3,27,4919479,45.210782,-93.583003,24,192
AL,Mobile,3,1,610818.9456,264,Alabama,588803,30.78602907,-88.02068197,90.79326341,2.757313433,32331.83193,2,1,4447100,33.001471,-86.766233,1,193
CA,Mojave,3,1,478784.748,266,California,429672,35.5125968,-118.1005871,3294.462963,2.838703704,41202.5,1,6,33871648,35.458606,-119.355165,5,194
NJ,Monmouth Coun,3,1,610742.1593,267,New Jersey,592182,40.30918449,-74.10425547,57.51020408,2.8,70435.09756,1,34,8414350,40.438458,-74.428055,31,195
LA,Monroe,3,1,329775.1069,268,Louisiana,331346,32.55120287,-91.99939143,126.1746032,2.865714286,26829.65909,1,22,4468976,30.69927,-91.457133,19,196
AL,Montgomery,3,1,914260.9415,269,Alabama,929317,32.23695003,-86.25312062,331.2348343,2.770294289,28681.34455,5,1,4447100,33.001471,-86.766233,1,197
MD,Montgomery Co,3,1,934007.2782,270,Maryland,880160,39.07647367,-77.11252999,377.1285311,2.68,72858.8125,2,24,5296486,39.145653,-76.797396,21,198
IN,Muncie,3,1,322929.0302,271,Indiana,330418,40.05344594,-85.20963948,1005.428571,2.613333333,37993.01923,1,18,6080485,40.163935,-86.261515,15,199
OK,Muskogee,3,1,216904.7802,272,Oklahoma,210988,35.64059212,-95.43728627,665.9795918,2.670612245,27342.15909,1,40,3450654,35.59794,-96.834653,37,200
TN,Nashville,3,1,1737709.73,273,Tennessee,1599425,36.1134107,-86.78838738,629.378055,2.63690742,40758.16938,3,47,5689283,35.795862,-86.397772,43,201
NY,Nassau County,3,1,713836.0161,274,New York,715127,40.70701721,-73.64127649,63.61702128,2.99,76819.47368,1,36,18976457,41.507548,-74.645228,33,202
NJ,New Brunswick,3,1,974216.8327,275,New Jersey,923986,40.53589772,-74.60643878,139.141791,2.798656716,59774.85256,2,34,8414350,40.438458,-74.428055,31,203
PA,New Castle,3,1,498463.6109,276,Pennsylvania,504870,41.05537689,-80.00666153,1199.818663,2.693879509,35703.54681,3,42,12281054,40.463528,-77.075925,39,204
CT,New Haven,3,1,1490969.915,277,Connecticut,1441794,41.38980489,-72.74038976,118.9165312,2.767265224,53048.63661,5,9,3405565,41.494852,-72.874365,7,205
LA,New Orleans,3,1,1004225.831,278,Louisiana,1138999,29.91939664,-90.11668781,3.975198413,2.776202877,32219.20819,2,22,4468976,30.69927,-91.457133,19,206
NY,New York,3,1,1565685.472,279,New York,1529320,40.75510031,-73.97917638,34.56986437,2.08,69611.61539,3,36,18976457,41.507548,-74.645228,33,207
NJ,Newark,3,1,2466991.681,280,New Jersey,2455891,40.74619971,-74.20594633,79.56978755,2.736761364,45933.43398,4,34,8414350,40.438458,-74.428055,31,208
NE,Norfolk,3,1,202255.373,281,Nebraska,210425,42.06165112,-97.64550842,1634.037054,2.636207752,33044.84323,2,31,1711263,41.183753,-97.403875,28,209
VA,Norfolk,3,1,1512362.629,282,Virginia,1485971,37.13529672,-76.17467734,18.0673726,2.736966416,36546.15947,5,51,7078515,37.750345,-77.835857,47,210
PA,Norristown,3,1,1247547.942,283,Pennsylvania,1169189,40.14363581,-75.44702759,358.4503137,2.773165351,64131.65986,3,42,12281054,40.463528,-77.075925,39,211
TX,North Texas,3,1,1831170.544,285,Texas,1532235,33.03859226,-96.78944123,588.125,2.66875,62788.77193,1,48,20851820,30.943149,-97.388631,44,212
VA,Northern,3,1,1352103.984,286,Virginia,1287380,38.82172482,-77.19247985,210.1737923,2.541900901,73776.70525,4,51,7078515,37.750345,-77.835857,47,213
MA,Northwest Bos,3,1,395678.1593,287,Massachusetts,397043,42.35628525,-71.20311369,128.6111111,2.692222222,84129.61539,1,25,6349097,42.271831,-71.363628,22,214
CA,Oakland,3,1,2916618.784,288,California,2796482,37.9159817,-122.1175406,180.7966769,2.674650538,53083.35357,4,6,33871648,35.458606,-119.355165,5,215
PA,Oil City,3,1,152841.7177,289,Pennsylvania,156366,41.5822202,-79.55392367,1379.632653,2.643061225,33060.73171,1,42,12281054,40.463528,-77.075925,39,216
OK,Oklahoma City,3,1,1214434.567,290,Oklahoma,1156659,35.4003913,-97.62797341,1207.224867,2.601065198,35141.20974,2,40,3450654,35.59794,-96.834653,37,217
WA,Olympia,3,1,435455.8347,291,Washington,404803,46.92855208,-123.2244398,311.7532468,2.573636364,37254.60656,1,53,5894121,47.341728,-121.624501,48,218
NE,Omaha,3,2,894729.002,292,Nebraska,861556,41.30922284,-96.00435469,1132.290493,2.630688702,41634.05309,4,31,1711263,41.183753,-97.403875,28,219
FL,Orlando,3,1,1868513.421,293,Florida,1594188,28.34992721,-81.14896503,65.79931824,2.547336312,42262.56952,3,12,15982378,27.79585,-81.634622,10,220
WI,Oshkosh,3,1,462437.504,294,Wisconsin,447500,44.20410921,-88.82964282,843.3484849,2.678636364,43813.24074,1,55,5363675,43.728544,-89.001006,50,221
KY,Owensboro,3,1,166955.6452,295,Kentucky,164840,37.50077839,-87.0418615,456.2608696,2.676086957,31123.2973,1,21,4041769,37.808159,-85.241819,18,222
KY,Paducah,3,1,220862.4375,296,Kentucky,220020,36.91543766,-88.57157011,430.6792453,2.522264151,31832.64583,1,21,4041769,37.808159,-85.241819,18,223
IL,Palatine,3,1,1706332.383,297,Illinois,1634978,42.21126443,-87.9943227,665.2440476,2.789047619,69142.89683,2,17,12419293,41.278216,-88.380238,14,224
TX,Palestine,3,1,123235.4032,298,Texas,119982,31.5078033,-95.70906173,377.4545455,2.861515152,29923.29167,1,48,20851820,30.943149,-97.388631,44,225
FL,Panama City,3,1,322208.5302,299,Florida,295691,30.48387276,-85.57083777,85.01886793,2.679811321,34890.30233,1,12,15982378,27.79585,-81.634622,10,226
WV,Parkersburg,3,1,131826.2379,300,West Virginia,135568,39.22700371,-81.29442734,750.0263158,2.603157895,29405.45455,1,54,1808344,38.767195,-80.820221,49,227
CA,Pasadena,3,1,672103.4536,301,California,641904,34.16615549,-118.1672033,882.5232407,2.96,55132.60799,3,6,33871648,35.458606,-119.355165,5,228
TX,Pasadena,3,1,1041181.153,302,Texas,948757,29.58667076,-95.05020121,30.32394366,2.801267606,43978.38889,1,48,20851820,30.943149,-97.388631,44,229
WA,Pasco,3,1,308216.756,303,Washington,239880,46.35917756,-118.9916145,940.7777778,2.772222222,37884.63636,1,53,5894121,47.341728,-121.624501,48,230
OR,Pendleton,3,1,142673.8246,304,Oregon,139775,45.21251376,-118.6240113,2735.685185,2.569259259,33039.50943,1,41,3421399,44.732273,-122.579524,38,231
FL,Pensacola,3,1,631674.5544,305,Florida,588369,30.53922278,-86.99459787,86.28333333,2.673333333,37792.94118,1,12,15982378,27.79585,-81.634622,10,232
IL,Peoria,3,1,323360.0464,306,Illinois,369355,40.69516991,-89.6519815,597.4649621,2.596524621,40380.69546,2,17,12419293,41.278216,-88.380238,14,233
PA,Philadelphia,3,1,2588627.107,308,Pennsylvania,2634696,39.9960457,-75.18254724,104.5572501,2.666917453,47665.13486,3,42,12281054,40.463528,-77.075925,39,234
AZ,Phoenix,3,1,4658179.018,309,Arizona,4049991,33.64195304,-112.0989282,3173.23071,2.84373046,35385.31515,9,4,5130632,33.373506,-111.828711,3,235
PA,Pittsburgh,3,1,1863622.581,312,Pennsylvania,1914020,40.36904962,-79.99257558,1042.586911,2.543912161,35530.36059,5,42,12281054,40.463528,-77.075925,39,236
MA,Pittsfield,3,1,131510.5242,313,Massachusetts,133932,42.34361757,-73.24116759,1112.081081,2.57027027,47446.34615,1,25,6349097,42.271831,-71.363628,22,237
NY,Plattsburgh,3,1,162061.5706,314,New York,161287,44.56594901,-73.92394964,947.5810811,2.850810811,36236.25,1,36,18976457,41.507548,-74.645228,33,238
OK,Ponca City,3,1,57070.52621,316,Oklahoma,58920,36.69874163,-97.14304079,1041.105263,2.551052632,30447.11111,1,40,3450654,35.59794,-96.834653,37,239
MI,Pontiac,3,1,2095638.847,317,Michigan,2040164,42.65144502,-83.10372185,776.7353872,2.679725428,62812.123,2,26,9938444,42.866412,-84.170753,23,240
ME,Portland,3,1,807691.3004,319,Maine,912695,44.08223227,-70.1404522,265.0713522,2.607033107,40696.84513,7,23,1274923,44.313614,-69.719931,20,241
